psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Service,Facility Related Services,Machinery & Equipment Maintenance,H349,10/1/11,,INSPECTION- MAINTENANCE AND REPAIR SHOP EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Maintenance and Repair Shop Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H351,10/1/11,,INSPECTION- HAND TOOLS,Inspection and Laboratory Services (except medical/dental): Hand Tools,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H352,10/1/11,,INSPECTION- MEASURING TOOLS,Inspection and Laboratory Services (except medical/dental): Measuring Tool,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H354,10/1/11,,INSPECTION- PREFABRICATED STRUCTURES  AND SCAFFOLDING,Inspection and Laboratory Services (except medical/dental): Prefabricated Structures  and Scaffolding,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H355,10/1/11,,"INSPECTION- LUMBER, MILLWORK, PLYWOOD, AND VENEER","Inspection and Laboratory Services (except medical/dental): Lumber, Millwork, Plywood, and Veneer",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H356,10/1/11,,INSPECTION- CONSTRUCTION AND BUILDING MATERIALS,Inspection and Laboratory Services (except medical/dental): Construction and Building Materials,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H365,10/1/11,,"INSPECTION- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES","Inspection and Laboratory Services (except medical/dental): Medical, Dental, and Veterinary Equipment and Supplies",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H366,10/1/11,,INSPECTION- INSTRUMENTS AND LABORATORY EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Instruments and Laboratory Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H367,10/1/11,,INSPECTION- PHOTOGRAPHIC EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Photographic Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H371,10/1/11,,INSPECTION- FURNITURE,Inspection and Laboratory Services (except medical/dental): Furniture,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H372,10/1/11,,INSPECTION- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,Inspection and Laboratory Services (except medical/dental): Household and Commercial Furnishings and Appliances,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H373,10/1/11,,INSPECTION- FOOD PREPARATION AND SERVING EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Food Preparation and Serving Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H374,10/1/11,,"INSPECTION- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","Inspection and Laboratory Services (except medical/dental): Office Machines, Text Processing Systems and Visible Record Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H375,10/1/11,,INSPECTION- OFFICE SUPPLIES AND DEVICES,Inspection and Laboratory Services (except medical/dental): Office Supplies and Devices,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H376,10/1/11,,"INSPECTION- BOOKS, MAPS, AND OTHER PUBLICATIONS","Inspection and Laboratory Services (except medical/dental): Books, Maps, and Other Publications",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H377,10/1/11,,INSPECTION- MUSICAL INST/PHONOGRAPH/HOME RADIO,"Inspection and Laboratory Services (except medical/dental): Musical Instruments, Phonographs, and Home Type Radios",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H378,10/1/11,,INSPECTION- RECREATIONAL AND ATHLETIC EQUIPMENT,Inspection and Laboratory Services (except medical/dental): Recreational and Athletic Equipment,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H379,10/1/11,,INSPECTION- CLEANING EQUIPMENT AND SUPPLIES,Inspection and Laboratory Services (except medical/dental): Cleaning Equipment and Supplies,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H383,10/1/11,,"INSPECTION- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS","Inspection and Laboratory Services (except medical/dental): Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H384,10/1/11,,"INSPECTION- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA","Inspection and Laboratory Services (except medical/dental): Clothing, Individual Equipment, and Insignia",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H385,10/1/11,,INSPECTION- TOILETRIES,Inspection and Laboratory Services (except medical/dental): Toiletries,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H387,10/1/11,,INSPECTION- AGRICULTURAL SUPPLIES,Inspection and Laboratory Services (except medical/dental): Agricultural Supplies,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H388,10/1/11,,INSPECTION- LIVE ANIMALS,Inspection and Laboratory Services (except medical/dental): Live Animals,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H389,10/1/11,,INSPECTION- SUBSISTENCE,Inspection and Laboratory Services (except medical/dental): Subsistence,,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H922,10/1/11,,OTHER QC/TEST/INSPECT- RAILWAY EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Railway Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H932,10/1/11,,OTHER QC/TEST/INSPECT- WOODWORKING MACHINERY AND EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Woodworking Machinery and Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H934,10/1/11,,OTHER QC/TEST/INSPECT- METALWORKING MACHINERY,"Other Quality Control, Testing and Inspection Services: Metalworking Machinery",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H935,10/1/11,,OTHER QC/TEST/INSPECT- SERVICE AND TRADE EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Service and Trade Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H936,10/1/11,,OTHER QC/TEST/INSPECT- SPECIAL INDUSTRY MACHINERY,"Other Quality Control, Testing and Inspection Services: Special Industry Machinery",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H937,10/1/11,,OTHER QC/TEST/INSPECT- AGRICULTURAL MACHINERY AND EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Agricultural Machinery and Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H938,10/1/11,,"OTHER QC/TEST/INSPECT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT","Other Quality Control, Testing and Inspection Services: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H939,10/1/11,,OTHER QC/TEST/INSPECT- MATERIALS HANDLING EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Materials Handling Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H940,10/1/11,,"OTHER QC/TEST/INSPECT- ROPE, CABLE, CHAIN, AND FITTINGS","Other Quality Control, Testing and Inspection Services: Rope, Cable, Chain, and Fittings",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H941,10/1/11,,"OTHER QC/TEST/INSPECT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","Other Quality Control, Testing and Inspection Services: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H942,10/1/11,,OTHER QC/TEST/INSPECT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,"Other Quality Control, Testing and Inspection Services: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H945,10/1/11,,"OTHER QC/TEST/INSPECT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","Other Quality Control, Testing and Inspection Services: Plumbing, Heating, and Waste Disposal Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H949,10/1/11,,OTHER QC/TEST/INSPECT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Maintenance and Repair Shop Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H951,10/1/11,,OTHER QC/TEST/INSPECT- HAND TOOLS,"Other Quality Control, Testing and Inspection Services: Hand Tools",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H952,10/1/11,,OTHER QC/TEST/INSPECT- MEASURING TOOLS,"Other Quality Control, Testing and Inspection Services: Measuring Tool",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H954,10/1/11,,OTHER QC/TEST/INSPECT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,"Other Quality Control, Testing and Inspection Services: Prefabricated Structures  and Scaffolding",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H955,10/1/11,,"OTHER QC/TEST/INSPECT- LUMBER, MILLWORK, PLYWOOD, AND VENEER","Other Quality Control, Testing and Inspection Services: Lumber, Millwork, Plywood, and Veneer",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H956,10/1/11,,OTHER QC/TEST/INSPECT- CONSTRUCTION AND BUILDING MATERIALS,"Other Quality Control, Testing and Inspection Services: Construction and Building Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H965,10/1/11,,"OTHER QC/TEST/INSPECT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES","Other Quality Control, Testing and Inspection Services: Medical, Dental, and Veterinary Equipment and Supplies",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H966,10/1/11,,OTHER QC/TEST/INSPECT- INSTRUMENTS AND LABORATORY EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Instruments and Laboratory Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H967,10/1/11,,OTHER QC/TEST/INSPECT- PHOTOGRAPHIC EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Photographic Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H971,10/1/11,,OTHER QC/TEST/INSPECT- FURNITURE,"Other Quality Control, Testing and Inspection Services: Furniture",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H972,10/1/11,,OTHER QC/TEST/INSPECT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,"Other Quality Control, Testing and Inspection Services: Household and Commercial Furnishings and Appliances",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H973,10/1/11,,OTHER QC/TEST/INSPECT- FOOD PREPARATION AND SERVING EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Food Preparation and Serving Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H974,10/1/11,,"OTHER QC/TEST/INSPECT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","Other Quality Control, Testing and Inspection Services: Office Machines, Text Processing Systems and Visible Record Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H975,10/1/11,,OTHER QC/TEST/INSPECT- OFFICE SUPPLIES AND DEVICES,"Other Quality Control, Testing and Inspection Services: Office Supplies and Devices",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H976,10/1/11,,"OTHER QC/TEST/INSPECT- BOOKS, MAPS, AND OTHER PUBLICATIONS","Other Quality Control, Testing and Inspection Services: Books, Maps, and Other Publications",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H977,10/1/11,,OTHER QC/TEST/INSPECT- MUSICAL INST/PHONOGRAPH/HOME RADIO,"Other Quality Control, Testing and Inspection Services: Musical Instruments, Phonographs, and Home Type Radios",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H978,10/1/11,,OTHER QC/TEST/INSPECT- RECREATIONAL AND ATHLETIC EQUIPMENT,"Other Quality Control, Testing and Inspection Services: Recreational and Athletic Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H979,10/1/11,,OTHER QC/TEST/INSPECT- CLEANING EQUIPMENT AND SUPPLIES,"Other Quality Control, Testing and Inspection Services: Cleaning Equipment and Supplies",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H983,10/1/11,,"OTHER QC/TEST/INSPECT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS","Other Quality Control, Testing and Inspection Services: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H984,10/1/11,,"OTHER QC/TEST/INSPECT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA","Other Quality Control, Testing and Inspection Services: Clothing, Individual Equipment, and Insignia",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H985,10/1/11,,OTHER QC/TEST/INSPECT- TOILETRIES,"Other Quality Control, Testing and Inspection Services: Toiletries",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H987,10/1/11,,OTHER QC/TEST/INSPECT- AGRICULTURAL SUPPLIES,"Other Quality Control, Testing and Inspection Services: Agricultural Supplies",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H988,10/1/11,,OTHER QC/TEST/INSPECT- LIVE ANIMALS,"Other Quality Control, Testing and Inspection Services: Live Animals",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,H989,10/1/11,,OTHER QC/TEST/INSPECT- SUBSISTENCE,"Other Quality Control, Testing and Inspection Services: Subsistence",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J022,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- RAILWAY EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Railway Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J032,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Woodworking Machinery and Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J034,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- METALWORKING MACHINERY,"Maintenance, Repair and Rebuilding of Equipment: Metalworking Machinery",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J035,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Service and Trade Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J036,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,"Maintenance, Repair and Rebuilding of Equipment: Special Industry Machinery",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J037,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Agricultural Machinery and Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J038,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINTENANCE EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J039,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Materials Handling Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J040,10/1/11,,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS","Maintenance, Repair and Rebuilding of Equipment: Rope, Cable, Chain, and Fittings",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J041,10/1/11,,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","Maintenance, Repair and Rebuilding of Equipment: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J042,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIP- FIRE FIGHTING/RESCUE/SAFETY EQUIP; ENVIRON PROTECT EQUIP/MATLS,"Maintenance, Repair and Rebuilding of Equipment: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J045,10/1/11,,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","Maintenance, Repair and Rebuilding of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J049,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"Maintenance, Repair and Rebuilding of Equipment: Maintenance and Repair Shop Equipment",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J051,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- HAND TOOLS,"Maintenance, Repair and Rebuilding of Equipment: Hand Tools",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J052,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- MEASURING TOOLS,"Maintenance, Repair and Rebuilding of Equipment: Measuring Tool",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J054,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,"Maintenance, Repair and Rebuilding of Equipment: Prefabricated Structures  and Scaffolding",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J055,10/1/11,,"MAINT/REPAIR/REBUILD OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER","Maintenance, Repair and Rebuilding of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J056,10/1/11,,MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,"Maintenance, Repair and Rebuilding of Equipment: Construction and Building Materials",,,
Service,Facility Related Services,Machinery & Equipment Maintenance,J065,10/1/11,,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES","Maintenance, Repair and Rebuilding of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
